from_coordinate,from_taz,to_coordinate,to_taz,departure_time
36.090026 -86.917652,4703700000540,36.144672 -86.803064,4703700000445,1516629769490
36.143109 -86.8086108999999,4703700000446,36.145816 -86.799116,4703700000434,1516629705875
36.099503 -86.924104,4703700000543,36.144672 -86.803064,4703700000445,1516631625185
36.144139 -86.797084,4703700000434,36.144672 -86.803064,4703700000445,1516629657895
36.10376 -86.83786,4703700000513,36.145816 -86.799116,4703700000434,1516632511184
36.255701 -86.71261,4703700000107,36.143494 -86.811862,4703700000453,1516630944038
36.038452 -86.716302,4703700000676,36.144672 -86.803064,4703700000445,1516630134206
36.038452 -86.716302,4703700000676,36.144672 -86.803064,4703700000445,1516631889795
36.104566 -86.912854,4703700000541,36.141969 -86.806068,4703700000448,1516632773959
36.125463 -86.859273,4703700000534,36.140998 -86.813493,4703700000453,1516631976118
36.034826 -86.675411,4703700000682,36.145816 -86.799116,4703700000434,1516630333273
36.034826 -86.675411,4703700000682,36.144672 -86.803064,4703700000445,1516629683023
36.034826 -86.675411,4703700000682,36.141969 -86.806068,4703700000448,1516632864549
36.034826 -86.675411,4703700000682,36.145816 -86.799116,4703700000434,1516630222980
36.034826 -86.675411,4703700000682,36.143494 -86.811862,4703700000453,1516629885466
36.034826 -86.675411,4703700000682,36.140998 -86.813493,4703700000453,1516633025793
36.034826 -86.675411,4703700000682,36.141969 -86.806068,4703700000448,1516630084533
36.034826 -86.675411,4703700000682,36.140998 -86.813493,4703700000453,1516632735743
36.034826 -86.675411,4703700000682,36.140998 -86.813493,4703700000453,1516633008500
36.266966 -86.755073,4703700000119,36.141969 -86.806068,4703700000448,1516632919625
36.266966 -86.755073,4703700000119,36.145816 -86.799116,4703700000434,1516631593405
36.266966 -86.755073,4703700000119,36.145816 -86.799116,4703700000434,1516631095898
36.266966 -86.755073,4703700000119,36.143494 -86.811862,4703700000453,1516633069720
36.081618 -86.755957,4703700000613,36.144672 -86.803064,4703700000445,1516629648710
36.081618 -86.755957,4703700000613,36.140998 -86.813493,4703700000453,1516631944113
36.125888 -86.82844,4703700000524,36.145816 -86.799116,4703700000434,1516630789839
36.125888 -86.82844,4703700000524,36.140998 -86.813493,4703700000453,1516631066036
36.125888 -86.82844,4703700000524,36.145816 -86.799116,4703700000434,1516631089001
36.149903 -86.800395,4703700000713,36.141969 -86.806068,4703700000448,1516631286122
36.117983 -86.779637,4703700000476,36.140998 -86.813493,4703700000453,1516631475549
36.226057 -86.742364,4703700000136,36.143494 -86.811862,4703700000453,1516630104694
36.178856 -86.794235,4703700000699,36.144672 -86.803064,4703700000445,1516630950093
36.080365 -86.886276,4703700000561,36.143494 -86.811862,4703700000453,1516632289028
36.086361 -87.011455,4703700000554,36.143494 -86.811862,4703700000453,1516633148092
36.160841 -86.874388,4703700000215,36.144672 -86.803064,4703700000445,1516630184163
36.033555 -86.754292,4703700000607,36.140998 -86.813493,4703700000453,1516631313441
36.044855 -86.717214,4703700000676,36.144672 -86.803064,4703700000445,1516629893970
36.070431 -86.760761,4703700000603,36.143494 -86.811862,4703700000453,1516629668292
36.276755 -86.672387,4703700000086,36.141969 -86.806068,4703700000448,1516631315029
36.149903 -86.800395,4703700000713,36.140998 -86.813493,4703700000453,1516630011859
36.293906 -86.734688,4703700000066,36.140998 -86.813493,4703700000453,1516631599468
36.293906 -86.734688,4703700000066,36.144672 -86.803064,4703700000445,1516632567975
36.293906 -86.734688,4703700000066,36.140998 -86.813493,4703700000453,1516632850970
36.293906 -86.734688,4703700000066,36.144672 -86.803064,4703700000445,1516629962418
36.072235 -86.749829,4703700000597,36.141969 -86.806068,4703700000448,1516630946694
36.144703 -86.802655,4703700000445,36.145816 -86.799116,4703700000434,1516630615424
36.147249 -86.801429,4703700000445,36.143494 -86.811862,4703700000453,1516631846135
36.073436 -86.992358,4703700000570,36.144672 -86.803064,4703700000445,1516630711187
36.073436 -86.992358,4703700000570,36.144672 -86.803064,4703700000445,1516630080099
36.150164 -86.758018,4703700000258,36.141969 -86.806068,4703700000448,1516629811770
36.150164 -86.758018,4703700000258,36.140998 -86.813493,4703700000453,1516632092513
36.115249 -86.838266,4703700000515,36.140998 -86.813493,4703700000453,1516632143693
36.115249 -86.838266,4703700000515,36.140998 -86.813493,4703700000453,1516631411723
36.094665 -86.628615,4703700000320,36.141969 -86.806068,4703700000448,1516632575273
36.14537 -86.830942,4703700000226,36.145816 -86.799116,4703700000434,1516630217579
36.153825 -86.672087,4703700000265,36.145816 -86.799116,4703700000434,1516633074178
36.142946 -86.805338,4703700000448,36.145816 -86.799116,4703700000434,1516632627101
36.142946 -86.805338,4703700000448,36.145816 -86.799116,4703700000434,1516633012763
36.220036 -86.730454,4703700000147,36.143494 -86.811862,4703700000453,1516632952907
36.137174 -86.813306,4703700000463,36.140998 -86.813493,4703700000453,1516630816858
36.087629 -86.891731,4703700000562,36.140998 -86.813493,4703700000453,1516632992326
36.106785 -86.794346,4703700000507,36.140998 -86.813493,4703700000453,1516631686625
36.106785 -86.794346,4703700000507,36.141969 -86.806068,4703700000448,1516632021818
36.106785 -86.794346,4703700000507,36.144672 -86.803064,4703700000445,1516631544180
36.227679 -86.795286,4703700000191,36.145816 -86.799116,4703700000434,1516630851452
36.250651 -86.773891,4703700000123,36.145816 -86.799116,4703700000434,1516632069348
36.046528 -86.954999,4703700000571,36.141969 -86.806068,4703700000448,1516630590255
36.046528 -86.954999,4703700000571,36.140998 -86.813493,4703700000453,1516631285809
36.322803 -86.863865,4703700000045,36.144672 -86.803064,4703700000445,1516633068976
36.322803 -86.863865,4703700000045,36.144672 -86.803064,4703700000445,1516629684433
36.322803 -86.863865,4703700000045,36.145816 -86.799116,4703700000434,1516632111241
36.170398 -86.751298,4703700000685,36.143494 -86.811862,4703700000453,1516632732624
36.170398 -86.751298,4703700000685,36.140998 -86.813493,4703700000453,1516631894326
36.175009 -86.788922,4703700000699,36.144672 -86.803064,4703700000445,1516633134741
36.143417 -86.796866,4703700000431,36.141969 -86.806068,4703700000448,1516631568106
36.143417 -86.796866,4703700000431,36.140998 -86.813493,4703700000453,1516632415737
36.278801 -86.75968,4703700000057,36.143494 -86.811862,4703700000453,1516630230776
36.255575 -86.731054,4703700000116,36.145816 -86.799116,4703700000434,1516630316363
36.099503 -86.924104,4703700000543,36.143494 -86.811862,4703700000453,1516632781264
36.169098 -86.614812,4703700000311,36.145816 -86.799116,4703700000434,1516629688478
36.020212 -86.73037,4703700000677,36.145816 -86.799116,4703700000434,1516629943892
36.134791 -86.802393,4703700000462,36.141969 -86.806068,4703700000448,1516630686814
36.022713 -86.719989,4703700000674,36.143494 -86.811862,4703700000453,1516633021558
36.004746 -86.6901,4703700000671,36.141969 -86.806068,4703700000448,1516632191091
36.004746 -86.6901,4703700000671,36.143494 -86.811862,4703700000453,1516630585865
36.144799 -86.624211,4703700000370,36.145816 -86.799116,4703700000434,1516630365044
36.144799 -86.624211,4703700000370,36.144672 -86.803064,4703700000445,1516632584266
36.144799 -86.624211,4703700000370,36.140998 -86.813493,4703700000453,1516629917482
36.143463 -86.810023,4703700000446,36.140998 -86.813493,4703700000453,1516632313829
36.143463 -86.810023,4703700000446,36.145816 -86.799116,4703700000434,1516632360950
36.143463 -86.810023,4703700000446,36.140998 -86.813493,4703700000453,1516630333615
36.143463 -86.810023,4703700000446,36.141969 -86.806068,4703700000448,1516629643732
36.143463 -86.810023,4703700000446,36.141969 -86.806068,4703700000448,1516630194030
36.205923 -86.638651,4703700000290,36.145816 -86.799116,4703700000434,1516630631817
36.034826 -86.675411,4703700000682,36.145816 -86.799116,4703700000434,1516629697839
36.034826 -86.675411,4703700000682,36.143494 -86.811862,4703700000453,1516632471567
36.144139 -86.797084,4703700000434,36.140998 -86.813493,4703700000453,1516631883474
36.144139 -86.797084,4703700000434,36.141969 -86.806068,4703700000448,1516633050158
36.158988 -86.650281,4703700000305,36.140998 -86.813493,4703700000453,1516630053171
36.233323 -86.717814,4703700000137,36.140998 -86.813493,4703700000453,1516632017208
36.065467 -86.689149,4703700000652,36.145816 -86.799116,4703700000434,1516629929620
36.154457 -86.82749,4703700000227,36.144672 -86.803064,4703700000445,1516632444708
36.144723 -86.815212,4703700000454,36.141969 -86.806068,4703700000448,1516631599683
36.144723 -86.815212,4703700000454,36.141969 -86.806068,4703700000448,1516632046664
36.152676 -86.782134,4703700000707,36.140998 -86.813493,4703700000453,1516631581557
36.152676 -86.782134,4703700000707,36.144672 -86.803064,4703700000445,1516632999662
36.090675 -86.642197,4703700000321,36.140998 -86.813493,4703700000453,1516632420519
36.224857 -86.759435,4703700000132,36.144672 -86.803064,4703700000445,1516630106961
36.061565 -86.966567,4703700000568,36.141969 -86.806068,4703700000448,1516632814886
36.061565 -86.966567,4703700000568,36.143494 -86.811862,4703700000453,1516631010632
36.142134 -86.80243,4703700000447,36.144672 -86.803064,4703700000445,1516630122749
36.079789 -86.734696,4703700000612,36.144672 -86.803064,4703700000445,1516633142593
36.15238 -86.789389,4703700000716,36.143494 -86.811862,4703700000453,1516630534015
36.188764 -86.604979,4703700000365,36.144672 -86.803064,4703700000445,1516632265804
36.069619 -86.936904,4703700000578,36.144672 -86.803064,4703700000445,1516631540884
36.069619 -86.936904,4703700000578,36.143494 -86.811862,4703700000453,1516633112662
36.114235 -86.799335,4703700000508,36.141969 -86.806068,4703700000448,1516631827084
36.152377 -86.789701,4703700000716,36.144672 -86.803064,4703700000445,1516632479305
36.152377 -86.789701,4703700000716,36.145816 -86.799116,4703700000434,1516630467414
36.149582 -86.799653,4703700000713,36.144672 -86.803064,4703700000445,1516632148146
36.140379 -86.808895,4703700000449,36.144672 -86.803064,4703700000445,1516629743679
36.144765 -86.821112,4703700000451,36.140998 -86.813493,4703700000453,1516631476330
36.144765 -86.821112,4703700000451,36.141969 -86.806068,4703700000448,1516630316598
36.142974 -86.625005,4703700000370,36.143494 -86.811862,4703700000453,1516631925279
36.085454 -86.907164,4703700000540,36.141969 -86.806068,4703700000448,1516632373551
36.058117 -86.729756,4703700000624,36.145816 -86.799116,4703700000434,1516632592044
36.075736 -86.655703,4703700000376,36.144672 -86.803064,4703700000445,1516631364533
36.103249 -86.792536,4703700000501,36.140998 -86.813493,4703700000453,1516629766344
36.103249 -86.792536,4703700000501,36.141969 -86.806068,4703700000448,1516632497493
36.196475 -86.703889,4703700000163,36.143494 -86.811862,4703700000453,1516631835806
36.136717 -86.79717,4703700000435,36.143494 -86.811862,4703700000453,1516631057900
36.1797 -86.639964,4703700000301,36.140998 -86.813493,4703700000453,1516632351234
36.1797 -86.639964,4703700000301,36.141969 -86.806068,4703700000448,1516631015267
36.30239 -86.697999,4703700000076,36.140998 -86.813493,4703700000453,1516630711368
36.081643 -86.6606,4703700000333,36.145816 -86.799116,4703700000434,1516632688180
36.128196 -86.77699,4703700000474,36.140998 -86.813493,4703700000453,1516629910346
36.151448 -86.827118,4703700000227,36.144672 -86.803064,4703700000445,1516630676697
36.142134 -86.80243,4703700000447,36.140998 -86.813493,4703700000453,1516632108965
36.142134 -86.80243,4703700000447,36.143494 -86.811862,4703700000453,1516631591365
36.119458 -86.836423,4703700000526,36.145816 -86.799116,4703700000434,1516631187093
36.119458 -86.836423,4703700000526,36.145816 -86.799116,4703700000434,1516632316315
36.144858 -86.796966,4703700000434,36.140998 -86.813493,4703700000453,1516633133089
36.144858 -86.796966,4703700000434,36.144672 -86.803064,4703700000445,1516631404151
36.100275 -86.738132,4703700000497,36.140998 -86.813493,4703700000453,1516631357660
36.041455 -86.962163,4703700000573,36.144672 -86.803064,4703700000445,1516632094109
36.041455 -86.962163,4703700000573,36.143494 -86.811862,4703700000453,1516632490195
36.041455 -86.962163,4703700000573,36.144672 -86.803064,4703700000445,1516630019450
36.225722 -86.724802,4703700000139,36.141969 -86.806068,4703700000448,1516631467502
36.163388 -86.862365,4703700000219,36.140998 -86.813493,4703700000453,1516631392680
36.072589 -86.978643,4703700000574,36.140998 -86.813493,4703700000453,1516632644522
36.140563 -86.85699,4703700000528,36.145816 -86.799116,4703700000434,1516630487456
36.140563 -86.85699,4703700000528,36.140998 -86.813493,4703700000453,1516631245258
36.171841 -86.595333,4703700000310,36.140998 -86.813493,4703700000453,1516631375167
36.071866 -86.922705,4703700000564,36.143494 -86.811862,4703700000453,1516630949156
36.044753 -86.74465,4703700000599,36.143494 -86.811862,4703700000453,1516632051767
36.044753 -86.74465,4703700000599,36.143494 -86.811862,4703700000453,1516632042076
36.044753 -86.74465,4703700000599,36.143494 -86.811862,4703700000453,1516632130446
36.095357 -86.828034,4703700000519,36.145816 -86.799116,4703700000434,1516632542404
36.15237 -86.84585,4703700000225,36.140998 -86.813493,4703700000453,1516631737131
36.167242 -86.60428,4703700000317,36.141969 -86.806068,4703700000448,1516632578776
36.167242 -86.60428,4703700000317,36.140998 -86.813493,4703700000453,1516630962802
36.14801 -86.622589,4703700000370,36.144672 -86.803064,4703700000445,1516631826859
36.064369 -86.972803,4703700000568,36.140998 -86.813493,4703700000453,1516633053071
36.064369 -86.972803,4703700000568,36.141969 -86.806068,4703700000448,1516631527055
36.193654 -86.730374,4703700000155,36.143494 -86.811862,4703700000453,1516631674855
36.131139 -86.769048,4703700000422,36.145816 -86.799116,4703700000434,1516633128846
36.151758 -86.785094,4703700000716,36.144672 -86.803064,4703700000445,1516629905924
36.120257 -86.820816,4703700000522,36.143494 -86.811862,4703700000453,1516632833700
36.120257 -86.820816,4703700000522,36.144672 -86.803064,4703700000445,1516632019517
36.120257 -86.820816,4703700000522,36.141969 -86.806068,4703700000448,1516631699683
36.111741 -86.810567,4703700000511,36.143494 -86.811862,4703700000453,1516632544468
36.145705 -86.800249,4703700000445,36.140998 -86.813493,4703700000453,1516632065419
36.145705 -86.800249,4703700000445,36.145816 -86.799116,4703700000434,1516632606416
36.145705 -86.800249,4703700000445,36.140998 -86.813493,4703700000453,1516632226668
36.250583 -86.701262,4703700000106,36.144672 -86.803064,4703700000445,1516633015684
36.012176 -86.694579,4703700000670,36.144672 -86.803064,4703700000445,1516630098336
36.122513 -86.701209,4703700000402,36.145816 -86.799116,4703700000434,1516630251786
36.122513 -86.701209,4703700000402,36.145816 -86.799116,4703700000434,1516631071955
36.225722 -86.724802,4703700000139,36.141969 -86.806068,4703700000448,1516631233710
36.225722 -86.724802,4703700000139,36.140998 -86.813493,4703700000453,1516632562456
36.225722 -86.724802,4703700000139,36.140998 -86.813493,4703700000453,1516632975659
36.120804 -86.916915,4703700000549,36.143494 -86.811862,4703700000453,1516633031351
36.120823 -86.741731,4703700000485,36.141969 -86.806068,4703700000448,1516632125133
36.034826 -86.675411,4703700000682,36.140998 -86.813493,4703700000453,1516633127554
36.034826 -86.675411,4703700000682,36.140998 -86.813493,4703700000453,1516631037214
36.034826 -86.675411,4703700000682,36.143494 -86.811862,4703700000453,1516631683309
36.243412 -86.820196,4703700000052,36.140998 -86.813493,4703700000453,1516631179109
36.172957 -86.806638,4703700000247,36.144672 -86.803064,4703700000445,1516632087128
36.142946 -86.805338,4703700000448,36.145816 -86.799116,4703700000434,1516631252604
36.213768 -86.829688,4703700000198,36.144672 -86.803064,4703700000445,1516630752747
36.213768 -86.829688,4703700000198,36.144672 -86.803064,4703700000445,1516631011562
36.071272 -86.93058,4703700000578,36.143494 -86.811862,4703700000453,1516632570780
36.071272 -86.93058,4703700000578,36.141969 -86.806068,4703700000448,1516630708660
36.208535 -86.71924,4703700000144,36.140998 -86.813493,4703700000453,1516629682213
36.248326 -86.771704,4703700000123,36.141969 -86.806068,4703700000448,1516632192208
36.248326 -86.771704,4703700000123,36.141969 -86.806068,4703700000448,1516631620209
36.178082 -86.641461,4703700000301,36.143494 -86.811862,4703700000453,1516630177169
36.142134 -86.80243,4703700000447,36.143494 -86.811862,4703700000453,1516630596307
36.182033 -86.771897,4703700000188,36.140998 -86.813493,4703700000453,1516631096888
36.147339 -86.841756,4703700000224,36.141969 -86.806068,4703700000448,1516631979698
36.147339 -86.841756,4703700000224,36.145816 -86.799116,4703700000434,1516630591711
36.129899 -86.734267,4703700000418,36.144672 -86.803064,4703700000445,1516630388126
36.145705 -86.800249,4703700000445,36.140998 -86.813493,4703700000453,1516632845639
36.145705 -86.800249,4703700000445,36.141969 -86.806068,4703700000448,1516632083934
36.042847 -86.591792,4703700000394,36.141969 -86.806068,4703700000448,1516632316522
36.20194 -86.593928,4703700000297,36.141969 -86.806068,4703700000448,1516631278259
36.200355 -86.677989,4703700000277,36.140998 -86.813493,4703700000453,1516632984811
36.054942 -86.720702,4703700000641,36.141969 -86.806068,4703700000448,1516631305041
36.079862 -86.661193,4703700000333,36.144672 -86.803064,4703700000445,1516632582412
36.079862 -86.661193,4703700000333,36.144672 -86.803064,4703700000445,1516632439046
36.146424 -86.803357,4703700000445,36.144672 -86.803064,4703700000445,1516632852284
36.146424 -86.803357,4703700000445,36.141969 -86.806068,4703700000448,1516631021747
36.146424 -86.803357,4703700000445,36.144672 -86.803064,4703700000445,1516631192140
36.046785 -86.677973,4703700000664,36.141969 -86.806068,4703700000448,1516632589306
36.096407 -86.725188,4703700000493,36.140998 -86.813493,4703700000453,1516632247865
36.096407 -86.725188,4703700000493,36.145816 -86.799116,4703700000434,1516631699855
36.098693 -86.733844,4703700000493,36.143494 -86.811862,4703700000453,1516632243498
36.187748 -86.595438,4703700000367,36.141969 -86.806068,4703700000448,1516631052704
36.068489 -86.661874,4703700000381,36.145816 -86.799116,4703700000434,1516630948587
36.14243 -86.813296,4703700000453,36.143494 -86.811862,4703700000453,1516630102593
36.14243 -86.813296,4703700000453,36.144672 -86.803064,4703700000445,1516631348216
36.14243 -86.813296,4703700000453,36.141969 -86.806068,4703700000448,1516631899680
36.06437 -86.915319,4703700000563,36.145816 -86.799116,4703700000434,1516632698164
36.126974 -86.816714,4703700000521,36.143494 -86.811862,4703700000453,1516631824506
36.175428 -86.754621,4703700000683,36.144672 -86.803064,4703700000445,1516632999711
36.22839 -86.634124,4703700000094,36.145816 -86.799116,4703700000434,1516631383095
36.093824 -86.814924,4703700000520,36.144672 -86.803064,4703700000445,1516630907980
36.142134 -86.80243,4703700000447,36.140998 -86.813493,4703700000453,1516630077510
36.219231 -86.808327,4703700000192,36.145816 -86.799116,4703700000434,1516631272240
36.219231 -86.808327,4703700000192,36.140998 -86.813493,4703700000453,1516632935451
36.219231 -86.808327,4703700000192,36.141969 -86.806068,4703700000448,1516630062693
36.219231 -86.808327,4703700000192,36.143494 -86.811862,4703700000453,1516630418506
36.219231 -86.808327,4703700000192,36.141969 -86.806068,4703700000448,1516630871008
36.219231 -86.808327,4703700000192,36.144672 -86.803064,4703700000445,1516633094622
36.219231 -86.808327,4703700000192,36.140998 -86.813493,4703700000453,1516632637930
36.165913 -86.597443,4703700000319,36.144672 -86.803064,4703700000445,1516630792301
36.126974 -86.816714,4703700000521,36.145816 -86.799116,4703700000434,1516630531671
36.13075 -86.81157,4703700000469,36.141969 -86.806068,4703700000448,1516629779567
36.13075 -86.81157,4703700000469,36.143494 -86.811862,4703700000453,1516630091935
36.15903 -86.847267,4703700000220,36.141969 -86.806068,4703700000448,1516631340099
36.132417 -86.817129,4703700000464,36.143494 -86.811862,4703700000453,1516631410366
36.152377 -86.789701,4703700000716,36.144672 -86.803064,4703700000445,1516632742194
36.145448 -86.832083,4703700000226,36.145816 -86.799116,4703700000434,1516630499123
36.269132 -86.742024,4703700000059,36.143494 -86.811862,4703700000453,1516633001712
36.269132 -86.742024,4703700000059,36.141969 -86.806068,4703700000448,1516629918509
36.098941 -86.74072,4703700000498,36.140998 -86.813493,4703700000453,1516632463006
36.086918 -87.005352,4703700000554,36.145816 -86.799116,4703700000434,1516632054497
36.086918 -87.005352,4703700000554,36.141969 -86.806068,4703700000448,1516630572633
36.076357 -86.931224,4703700000557,36.140998 -86.813493,4703700000453,1516630616168
36.076357 -86.931224,4703700000557,36.145816 -86.799116,4703700000434,1516632263723
36.145705 -86.800249,4703700000445,36.143494 -86.811862,4703700000453,1516629759896
36.110239 -86.779597,4703700000505,36.144672 -86.803064,4703700000445,1516630060891
36.134188 -86.821354,4703700000456,36.140998 -86.813493,4703700000453,1516631139683
36.134188 -86.821354,4703700000456,36.144672 -86.803064,4703700000445,1516631347915
36.114158 -86.716198,4703700000490,36.141969 -86.806068,4703700000448,1516632955188
36.15031 -86.8531,4703700000225,36.144672 -86.803064,4703700000445,1516631471711
36.123945 -86.81478,4703700000521,36.140998 -86.813493,4703700000453,1516630802837
36.144917 -86.800417,4703700000445,36.143494 -86.811862,4703700000453,1516630790780
36.144917 -86.800417,4703700000445,36.143494 -86.811862,4703700000453,1516631064646
36.144917 -86.800417,4703700000445,36.144672 -86.803064,4703700000445,1516632027898
36.144917 -86.800417,4703700000445,36.141969 -86.806068,4703700000448,1516630975028
36.143426 -86.810934,4703700000453,36.145816 -86.799116,4703700000434,1516630109008
36.213175 -86.811598,4703700000194,36.145816 -86.799116,4703700000434,1516631746947
36.036967 -86.776791,4703700000604,36.144672 -86.803064,4703700000445,1516630753069
36.068076 -86.934919,4703700000578,36.141969 -86.806068,4703700000448,1516631102840
36.219643 -86.851134,4703700000048,36.144672 -86.803064,4703700000445,1516632644654
36.219643 -86.851134,4703700000048,36.141969 -86.806068,4703700000448,1516629854989
36.102643 -86.717585,4703700000491,36.140998 -86.813493,4703700000453,1516631762559
36.183757 -86.728816,4703700000184,36.145816 -86.799116,4703700000434,1516631080907
36.183757 -86.728816,4703700000184,36.141969 -86.806068,4703700000448,1516631932554
36.170549 -86.790217,4703700000697,36.140998 -86.813493,4703700000453,1516631506334
36.148231 -86.802774,4703700000445,36.143494 -86.811862,4703700000453,1516629718466
36.162269 -86.782882,4703700000737,36.145816 -86.799116,4703700000434,1516630787724
36.258329 -86.696052,4703700000105,36.145816 -86.799116,4703700000434,1516629868406
36.08296 -87.01321,4703700000554,36.145816 -86.799116,4703700000434,1516631420911
36.08296 -87.01321,4703700000554,36.143494 -86.811862,4703700000453,1516632833637
36.187353 -86.822096,4703700000239,36.140998 -86.813493,4703700000453,1516630002707
36.143417 -86.796866,4703700000431,36.140998 -86.813493,4703700000453,1516632325545
36.143417 -86.796866,4703700000431,36.145816 -86.799116,4703700000434,1516629725441
36.11135 -86.783431,4703700000506,36.144672 -86.803064,4703700000445,1516630743762
36.161618 -86.859878,4703700000218,36.141969 -86.806068,4703700000448,1516632965840
36.161618 -86.859878,4703700000218,36.145816 -86.799116,4703700000434,1516631839285
36.161618 -86.859878,4703700000218,36.144672 -86.803064,4703700000445,1516631264906
36.258062 -86.705312,4703700000104,36.145816 -86.799116,4703700000434,1516631179102
36.258062 -86.705312,4703700000104,36.143494 -86.811862,4703700000453,1516629983975
36.258062 -86.705312,4703700000104,36.141969 -86.806068,4703700000448,1516629608386
36.103334 -86.717031,4703700000491,36.144672 -86.803064,4703700000445,1516631566120
36.07317 -86.755698,4703700000597,36.143494 -86.811862,4703700000453,1516630280753
36.07317 -86.755698,4703700000597,36.143494 -86.811862,4703700000453,1516630479462
36.314915 -86.695719,4703700000074,36.141969 -86.806068,4703700000448,1516630707701
36.079789 -86.698471,4703700000651,36.143494 -86.811862,4703700000453,1516633055100
36.079789 -86.698471,4703700000651,36.141969 -86.806068,4703700000448,1516632346901
36.052935 -86.761903,4703700000600,36.143494 -86.811862,4703700000453,1516631901230
36.1533 -86.808898,4703700000444,36.141969 -86.806068,4703700000448,1516630199887
36.1533 -86.808898,4703700000444,36.140998 -86.813493,4703700000453,1516630800089
36.16527 -86.624485,4703700000312,36.141969 -86.806068,4703700000448,1516630926487
36.16527 -86.624485,4703700000312,36.140998 -86.813493,4703700000453,1516629760312
36.27044 -86.776607,4703700000052,36.143494 -86.811862,4703700000453,1516629979362
36.143109 -86.808611,4703700000446,36.144672 -86.803064,4703700000445,1516631834376
36.143109 -86.808611,4703700000446,36.144672 -86.803064,4703700000445,1516632978896
36.034826 -86.675411,4703700000682,36.140998 -86.813493,4703700000453,1516631659932
36.13466 -86.895752,4703700000550,36.140998 -86.813493,4703700000453,1516629927577
36.162011 -86.7903,4703700000714,36.140998 -86.813493,4703700000453,1516629770539
36.235415 -86.742761,4703700000134,36.145816 -86.799116,4703700000434,1516631938667
36.235415 -86.742761,4703700000134,36.143494 -86.811862,4703700000453,1516630214895
36.299855 -86.725652,4703700000066,36.143494 -86.811862,4703700000453,1516633167064
36.299855 -86.725652,4703700000066,36.144672 -86.803064,4703700000445,1516629722009
36.016652 -86.724535,4703700000674,36.141969 -86.806068,4703700000448,1516630476034
36.142807 -86.794896,4703700000431,36.145816 -86.799116,4703700000434,1516632687107
36.142807 -86.794896,4703700000431,36.145816 -86.799116,4703700000434,1516632279419
36.142807 -86.794896,4703700000431,36.143494 -86.811862,4703700000453,1516633004804
36.144118 -86.79588,4703700000434,36.145816 -86.799116,4703700000434,1516630158381
36.14372 -86.788925,4703700000428,36.143494 -86.811862,4703700000453,1516632990211
36.148231 -86.802774,4703700000445,36.140998 -86.813493,4703700000453,1516632135465
36.148231 -86.802774,4703700000445,36.143494 -86.811862,4703700000453,1516632441997
36.157798 -86.700768,4703700000755,36.141969 -86.806068,4703700000448,1516629742407
36.075873 -86.927124,4703700000557,36.140998 -86.813493,4703700000453,1516632187627
36.261658 -86.683767,4703700000103,36.141969 -86.806068,4703700000448,1516632642945
36.042317 -86.671712,4703700000682,36.143494 -86.811862,4703700000453,1516632574115
36.042317 -86.671712,4703700000682,36.140998 -86.813493,4703700000453,1516632646336
36.144917 -86.800417,4703700000445,36.145816 -86.799116,4703700000434,1516630079257
36.144917 -86.800417,4703700000445,36.144672 -86.803064,4703700000445,1516629940534
36.140468 -86.834142,4703700000223,36.140998 -86.813493,4703700000453,1516630558860
36.192909 -86.738039,4703700000171,36.145816 -86.799116,4703700000434,1516630869722
36.120664 -86.782662,4703700000475,36.143494 -86.811862,4703700000453,1516631334544
36.074519 -86.910431,4703700000563,36.140998 -86.813493,4703700000453,1516631054737
36.074522 -86.937027,4703700000560,36.141969 -86.806068,4703700000448,1516631456551
36.002195 -86.687458,4703700000671,36.144672 -86.803064,4703700000445,1516631972288
36.055604 -86.751424,4703700000600,36.144672 -86.803064,4703700000445,1516630581505
36.158783 -86.826975,4703700000229,36.144672 -86.803064,4703700000445,1516630985951
36.175799 -86.784639,4703700000698,36.143494 -86.811862,4703700000453,1516632307946
36.031245 -86.711782,4703700000670,36.144672 -86.803064,4703700000445,1516631049858
36.031245 -86.711782,4703700000670,36.145816 -86.799116,4703700000434,1516631548803
36.079651 -86.909565,4703700000540,36.144672 -86.803064,4703700000445,1516632959930
36.100843 -86.848954,4703700000581,36.143494 -86.811862,4703700000453,1516632687170
36.100843 -86.848954,4703700000581,36.140998 -86.813493,4703700000453,1516632216559
36.100843 -86.848954,4703700000581,36.143494 -86.811862,4703700000453,1516630863243
36.13008 -86.819836,4703700000456,36.140998 -86.813493,4703700000453,1516632408471
36.069291 -86.621118,4703700000354,36.143494 -86.811862,4703700000453,1516631825436
36.069291 -86.621118,4703700000354,36.141969 -86.806068,4703700000448,1516630133500
36.144917 -86.800417,4703700000445,36.144672 -86.803064,4703700000445,1516632911645
36.144917 -86.800417,4703700000445,36.145816 -86.799116,4703700000434,1516630745397
36.13466 -86.895752,4703700000550,36.144672 -86.803064,4703700000445,1516631183027
36.157207 -86.642271,4703700000305,36.144672 -86.803064,4703700000445,1516630184274
36.103601 -86.941096,4703700000552,36.145816 -86.799116,4703700000434,1516631453760
36.103601 -86.941096,4703700000552,36.144672 -86.803064,4703700000445,1516632572077
36.144689 -86.820534,4703700000451,36.143494 -86.811862,4703700000453,1516632855187
36.208934 -86.740054,4703700000146,36.141969 -86.806068,4703700000448,1516629886143
36.208934 -86.740054,4703700000146,36.141969 -86.806068,4703700000448,1516631687001
